time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
13.300878,0.006947,-0.322339,-1.107657,0.001097,-0.003448,-0.006657,-0.000139,0.006655,0.005792,0.000676,0.000015,0.000486,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1234.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,2,32,-3
13.302832,0.006949,-0.322346,-1.107670,0.001096,-0.003435,-0.006645,-0.000154,0.006596,0.005825,0.000670,0.000016,0.000486,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,2,32,-3
13.304786,0.006951,-0.322353,-1.107684,0.001096,-0.003422,-0.006633,-0.000169,0.006537,0.005855,0.000664,0.000018,0.000485,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,2,32,-3
13.306740,0.006953,-0.322360,-1.107697,0.001096,-0.003409,-0.006621,-0.000185,0.006479,0.005882,0.000658,0.000019,0.000484,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,2,32,-3
13.308694,0.006955,-0.322366,-1.107710,0.001095,-0.003396,-0.006610,-0.000202,0.006422,0.005907,0.000653,0.000021,0.000484,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,2,32,-3
13.310648,0.006958,-0.322373,-1.107723,0.001095,-0.003383,-0.006598,-0.000220,0.006366,0.005929,0.000647,0.000023,0.000483,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,2,32,-3
13.312602,0.006960,-0.322380,-1.107737,0.001094,-0.003371,-0.006586,-0.000239,0.006312,0.005949,0.000641,0.000025,0.000482,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,3,32,-3
13.314556,0.006962,-0.322387,-1.107750,0.001094,-0.003358,-0.006574,-0.000259,0.006258,0.005968,0.000636,0.000027,0.000481,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,3,32,-3
13.316510,0.006964,-0.322393,-1.107763,0.001093,-0.003346,-0.006562,-0.000280,0.006207,0.005985,0.000631,0.000029,0.000480,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,3,32,-3
13.318464,0.006966,-0.322400,-1.107776,0.001093,-0.003333,-0.006550,-0.000302,0.006157,0.006001,0.000626,0.000032,0.000480,10.000000,1.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1238.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,3,31,-3
